time,T_out,RH_out,I_solar,wind,rain,cloud
2024-01-04 21:00:00,18.1,81,0.0,2.62,0.0,28
2024-01-04 22:00:00,17.7,81,0.0,3.05,0.0,21
2024-01-04 23:00:00,16.4,89,0.0,1.72,0.0,23
2024-01-05 00:00:00,16.2,91,0.0,1.68,0.0,28
2024-01-05 01:00:00,17.2,89,0.0,0.89,0.0,16
2024-01-05 02:00:00,16.7,94,0.0,0.92,0.0,13
2024-01-05 03:00:00,16.6,96,0.0,0.45,0.0,12
2024-01-05 04:00:00,16.3,99,0.0,0.14,0.0,4
2024-01-05 05:00:00,16.2,100,0.0,0.45,0.0,98
2024-01-05 06:00:00,14.8,100,2.0,0.51,0.0,100
2024-01-05 07:00:00,15.9,99,60.0,0.85,0.0,97
2024-01-05 08:00:00,17.9,88,166.0,0.4,0.0,2
2024-01-05 09:00:00,19.6,78,268.0,0.41,0.0,2
2024-01-05 10:00:00,21.5,70,465.0,0.98,0.0,0
2024-01-05 11:00:00,22.9,63,542.0,1.17,0.0,0
2024-01-05 12:00:00,23.9,57,543.0,1.22,0.0,1
2024-01-05 13:00:00,24.4,52,477.0,1.53,0.0,1
2024-01-05 14:00:00,24.4,48,352.0,2.44,0.0,2
2024-01-05 15:00:00,23.6,52,210.0,1.92,0.0,1
2024-01-05 16:00:00,20.5,65,66.0,1.91,0.0,1
2024-01-05 17:00:00,19.3,72,1.0,1.94,0.0,2
2024-01-05 18:00:00,18.1,83,0.0,2.52,0.0,1
2024-01-05 19:00:00,19.3,78,0.0,1.73,0.0,1
2024-01-05 20:00:00,18.7,82,0.0,1.8,0.0,1
2024-01-05 21:00:00,19.6,79,0.0,1.17,0.0,0
2024-01-05 22:00:00,18.2,86,0.0,1.58,0.0,0
2024-01-05 23:00:00,16.3,91,0.0,2.39,0.0,3
2024-01-06 00:00:00,17.3,86,0.0,1.81,0.0,6
2024-01-06 01:00:00,18.3,84,0.0,0.91,0.0,5
2024-01-06 02:00:00,17.6,90,0.0,0.95,0.0,4
2024-01-06 03:00:00,17.0,96,0.0,0.72,0.0,0
2024-01-06 04:00:00,16.3,99,0.0,0.22,0.0,0
2024-01-06 05:00:00,13.7,100,0.0,0.64,0.0,93
2024-01-06 06:00:00,14.2,100,2.0,1.21,0.0,98
2024-01-06 07:00:00,15.4,93,52.0,1.24,0.0,0
2024-01-06 08:00:00,17.5,80,170.0,1.2,0.0,0
2024-01-06 09:00:00,20.2,66,363.0,1.6,0.0,0
2024-01-06 10:00:00,21.9,62,489.0,0.95,0.0,13
2024-01-06 11:00:00,23.2,58,545.0,1.3,0.0,90
2024-01-06 12:00:00,24.1,53,542.0,1.53,0.0,18
2024-01-06 13:00:00,24.5,49,482.0,1.8,0.0,3
2024-01-06 14:00:00,24.5,46,372.0,1.92,0.0,3
2024-01-06 15:00:00,23.5,53,217.0,1.43,0.0,1
2024-01-06 16:00:00,21.5,58,68.0,1.89,0.0,43
2024-01-06 17:00:00,20.7,60,1.0,1.91,0.0,65
2024-01-06 18:00:00,21.7,57,0.0,0.41,0.0,5
2024-01-06 19:00:00,21.2,59,0.0,1.17,0.0,0
2024-01-06 20:00:00,18.1,75,0.0,2.08,0.0,0
2024-01-06 21:00:00,16.9,85,0.0,2.12,0.0,0
2024-01-06 22:00:00,16.0,88,0.0,2.64,0.0,0
2024-01-06 23:00:00,17.4,84,0.0,1.84,0.0,0
2024-01-07 00:00:00,16.1,89,0.0,1.93,0.0,0
2024-01-07 01:00:00,16.8,87,0.0,1.43,0.0,0
2024-01-07 02:00:00,16.9,88,0.0,0.91,0.0,0
2024-01-07 03:00:00,15.5,92,0.0,1.1,0.0,0
2024-01-07 04:00:00,16.6,89,0.0,1.17,0.0,0
2024-01-07 05:00:00,16.1,93,0.0,1.36,0.0,2
2024-01-07 06:00:00,14.7,100,2.0,1.14,0.0,99
2024-01-07 07:00:00,15.7,98,60.0,0.81,0.0,98
2024-01-07 08:00:00,17.5,87,183.0,0.86,0.0,62
2024-01-07 09:00:00,19.6,76,336.0,0.82,0.0,1
2024-01-07 10:00:00,21.5,67,485.0,1.12,0.0,0
2024-01-07 11:00:00,22.8,59,551.0,1.06,0.0,0
2024-01-07 12:00:00,23.9,51,554.0,0.85,0.0,0
2024-01-07 13:00:00,24.5,46,492.0,0.91,0.0,0
2024-01-07 14:00:00,24.5,44,374.0,1.14,0.0,0
2024-01-07 15:00:00,23.5,59,220.0,0.73,0.0,0
2024-01-07 16:00:00,23.0,49,70.0,1.08,0.0,0
2024-01-07 17:00:00,21.9,53,1.0,0.92,0.0,0
2024-01-07 18:00:00,21.0,58,0.0,1.13,0.0,0
2024-01-07 19:00:00,20.2,66,0.0,1.42,0.0,0
2024-01-07 20:00:00,16.7,84,0.0,2.14,0.0,0
2024-01-07 21:00:00,16.2,87,0.0,2.34,0.0,0
2024-01-07 22:00:00,15.7,89,0.0,2.64,0.0,0
2024-01-07 23:00:00,15.3,89,0.0,2.76,0.0,0
2024-01-08 00:00:00,14.6,91,0.0,2.9,0.0,0
2024-01-08 01:00:00,16.3,86,0.0,2.05,0.0,0
2024-01-08 02:00:00,16.8,87,0.0,1.63,0.0,0
2024-01-08 03:00:00,16.5,88,0.0,1.43,0.0,0
2024-01-08 04:00:00,16.1,90,0.0,1.22,0.0,0
2024-01-08 05:00:00,15.5,94,0.0,0.82,0.0,0
2024-01-08 06:00:00,15.0,100,2.0,0.95,0.0,71
2024-01-08 07:00:00,15.5,97,61.0,0.94,0.0,47
2024-01-08 08:00:00,17.1,89,189.0,0.5,0.0,26
2024-01-08 09:00:00,19.0,80,340.0,0.78,0.0,1
2024-01-08 10:00:00,20.8,71,476.0,1.14,0.0,0
2024-01-08 11:00:00,22.1,64,545.0,1.22,0.0,0
2024-01-08 12:00:00,23.0,60,547.0,0.78,0.0,1
2024-01-08 13:00:00,23.6,58,488.0,0.6,0.0,0
2024-01-08 14:00:00,23.7,57,371.0,1.04,0.0,1
2024-01-08 15:00:00,23.1,61,217.0,1.52,0.0,1
2024-01-08 16:00:00,19.9,78,70.0,2.26,0.0,1
2024-01-08 17:00:00,21.1,69,2.0,1.12,0.0,0
2024-01-08 18:00:00,18.1,83,0.0,1.8,0.0,0
2024-01-08 19:00:00,17.1,89,0.0,1.77,0.0,0
2024-01-08 20:00:00,16.5,91,0.0,1.98,0.0,0
2024-01-08 21:00:00,16.0,91,0.0,2.08,0.0,0
2024-01-08 22:00:00,15.2,93,0.0,2.44,0.0,0
2024-01-08 23:00:00,15.7,91,0.0,2.13,0.0,0
2024-01-09 00:00:00,16.1,89,0.0,2.12,0.0,0
2024-01-09 01:00:00,17.3,87,0.0,1.7,0.0,0
2024-01-09 02:00:00,16.8,90,0.0,1.22,0.0,0
2024-01-09 03:00:00,16.3,95,0.0,0.73,0.0,0
2024-01-09 04:00:00,15.6,99,0.0,0.14,0.0,0
2024-01-09 05:00:00,14.9,100,0.0,0.22,0.0,96
2024-01-09 06:00:00,13.8,100,2.0,0.78,0.0,100
2024-01-09 07:00:00,14.9,99,50.0,0.89,0.0,100
2024-01-09 08:00:00,15.8,96,151.0,0.91,0.0,100
2024-01-09 09:00:00,17.9,87,298.0,1.36,0.0,42
2024-01-09 10:00:00,19.7,78,443.0,1.48,0.0,27
2024-01-09 11:00:00,21.1,70,532.0,1.3,0.0,0
2024-01-09 12:00:00,22.2,62,549.0,1.0,0.0,0
2024-01-09 13:00:00,22.9,58,490.0,1.12,0.0,0
2024-01-09 14:00:00,23.0,56,374.0,1.32,0.0,0
2024-01-09 15:00:00,22.5,58,220.0,1.53,0.0,0
2024-01-09 16:00:00,20.5,67,72.0,1.7,0.0,0
2024-01-09 17:00:00,20.3,68,2.0,1.62,0.0,0
2024-01-09 18:00:00,17.7,92,0.0,1.81,0.0,0
2024-01-09 19:00:00,16.3,95,0.0,2.4,0.0,0
2024-01-09 20:00:00,16.1,96,0.0,2.09,0.0,0
2024-01-09 21:00:00,15.8,97,0.0,2.02,0.0,1
2024-01-09 22:00:00,15.8,97,0.0,1.84,0.0,1
2024-01-09 23:00:00,15.5,96,0.0,1.92,0.0,4
2024-01-10 00:00:00,15.1,97,0.0,2.2,0.0,2
2024-01-10 01:00:00,16.5,94,0.0,1.61,0.0,2
2024-01-10 02:00:00,16.3,96,0.0,1.72,0.0,4
2024-01-10 03:00:00,16.1,100,0.0,1.5,0.0,100
2024-01-10 04:00:00,14.6,100,0.0,1.3,0.0,100
2024-01-10 05:00:00,14.7,100,0.0,0.73,0.0,100
2024-01-10 06:00:00,14.8,100,1.0,0.81,0.0,100
2024-01-10 07:00:00,15.3,98,32.0,0.58,0.0,100
2024-01-10 08:00:00,16.2,95,115.0,0.81,0.0,100
2024-01-10 09:00:00,18.3,86,270.0,0.32,0.0,97
2024-01-10 10:00:00,20.3,75,435.0,1.32,0.0,51
2024-01-10 11:00:00,21.9,66,463.0,2.02,0.0,47
2024-01-10 12:00:00,22.9,60,446.0,2.22,0.0,20
2024-01-10 13:00:00,23.5,57,449.0,2.56,0.0,9
2024-01-10 14:00:00,23.2,59,369.0,2.8,0.0,2
2024-01-10 15:00:00,22.3,63,219.0,2.73,0.0,0
2024-01-10 16:00:00,20.1,70,73.0,1.94,0.0,2
2024-01-10 17:00:00,17.9,80,2.0,2.0,0.0,3
2024-01-10 18:00:00,19.2,76,0.0,0.82,0.0,31
2024-01-10 19:00:00,16.7,92,0.0,1.78,0.0,51
2024-01-10 20:00:00,17.0,91,0.0,2.11,0.0,19
2024-01-10 21:00:00,16.7,92,0.0,2.31,0.0,7
2024-01-10 22:00:00,16.1,94,0.0,1.73,0.0,20
2024-01-10 23:00:00,15.6,96,0.0,1.75,0.0,5
2024-01-11 00:00:00,15.6,95,0.0,1.77,0.0,12
2024-01-11 01:00:00,15.4,94,0.0,1.77,0.0,6
2024-01-11 02:00:00,14.7,95,0.0,1.77,0.0,4
2024-01-11 03:00:00,14.8,95,0.0,1.91,0.0,4
2024-01-11 04:00:00,16.1,95,0.0,1.04,0.0,2
2024-01-11 05:00:00,15.9,97,0.0,1.52,0.0,2
2024-01-11 06:00:00,13.6,100,2.0,1.28,0.0,90
2024-01-11 07:00:00,14.9,98,57.0,0.8,0.0,100
2024-01-11 08:00:00,16.4,90,170.0,1.08,0.0,34
2024-01-11 09:00:00,18.1,80,332.0,1.82,0.0,15
2024-01-11 10:00:00,19.4,74,459.0,1.51,0.0,11
2024-01-11 11:00:00,20.4,70,519.0,1.04,0.0,36
2024-01-11 12:00:00,21.3,66,508.0,0.64,0.0,28
2024-01-11 13:00:00,21.6,64,456.0,2.28,0.0,3
2024-01-11 14:00:00,21.7,61,358.0,2.0,0.0,16
2024-01-11 15:00:00,21.3,60,212.0,1.46,0.0,9
2024-01-11 16:00:00,20.8,62,71.0,0.36,0.0,9
2024-01-11 17:00:00,20.2,64,2.0,0.67,0.0,12
2024-01-11 18:00:00,16.6,90,0.0,1.8,0.0,1
2024-01-11 19:00:00,16.1,92,0.0,1.79,0.0,8
2024-01-11 20:00:00,16.1,92,0.0,1.97,0.0,0
2024-01-11 21:00:00,15.8,92,0.0,2.1,0.0,0
2024-01-11 22:00:00,15.3,94,0.0,2.02,0.0,5
2024-01-11 23:00:00,14.8,95,0.0,1.7,0.0,0
2024-01-12 00:00:00,14.2,97,0.0,1.5,0.0,0
2024-01-12 01:00:00,13.8,98,0.0,1.56,0.0,2
2024-01-12 02:00:00,13.7,98,0.0,1.49,0.0,2
2024-01-12 03:00:00,12.8,99,0.0,1.98,0.0,1
2024-01-12 04:00:00,13.6,99,0.0,1.34,0.0,0
2024-01-12 05:00:00,14.4,98,0.0,0.1,0.0,0
2024-01-12 06:00:00,13.3,99,2.0,1.12,0.0,92
2024-01-12 07:00:00,14.2,96,57.0,1.26,0.0,99
2024-01-12 08:00:00,15.5,91,168.0,0.81,0.0,99
2024-01-12 09:00:00,17.3,83,322.0,0.64,0.0,44
2024-01-12 10:00:00,19.1,74,454.0,0.67,0.0,35
2024-01-12 11:00:00,20.5,67,505.0,0.95,0.0,19
2024-01-12 12:00:00,21.3,63,525.0,1.39,0.0,7
2024-01-12 13:00:00,21.8,62,492.0,1.58,0.0,0
2024-01-12 14:00:00,21.9,61,376.0,1.53,0.0,2
2024-01-12 15:00:00,21.4,64,224.0,2.11,0.0,0
2024-01-12 16:00:00,19.0,78,75.0,1.57,0.0,0
2024-01-12 17:00:00,17.5,85,2.0,1.77,0.0,0
2024-01-12 18:00:00,15.7,93,0.0,1.9,0.0,23
2024-01-12 19:00:00,16.2,92,0.0,1.5,0.0,10
2024-01-12 20:00:00,14.8,96,0.0,2.18,0.0,5
2024-01-12 21:00:00,14.6,97,0.0,1.78,0.0,10
2024-01-12 22:00:00,14.3,97,0.0,1.86,0.0,7
2024-01-12 23:00:00,14.5,97,0.0,1.68,0.0,14
2024-01-13 00:00:00,15.0,97,0.0,1.2,0.0,7
2024-01-13 01:00:00,15.3,96,0.0,0.94,0.0,0
2024-01-13 02:00:00,14.0,100,0.0,0.91,0.0,95
2024-01-13 03:00:00,13.8,100,0.0,0.78,0.0,99
2024-01-13 04:00:00,13.6,100,0.0,1.03,0.0,100
2024-01-13 05:00:00,13.4,99,0.0,0.73,0.0,100
2024-01-13 06:00:00,13.5,99,1.0,0.61,0.0,100
2024-01-13 07:00:00,13.9,98,26.0,0.94,0.0,100
2024-01-13 08:00:00,14.5,97,77.0,1.14,0.0,100
2024-01-13 09:00:00,16.4,87,181.0,1.12,0.0,99
2024-01-13 10:00:00,18.2,79,312.0,1.36,0.0,97
2024-01-13 11:00:00,20.1,70,425.0,1.36,0.0,30
2024-01-13 12:00:00,21.2,66,540.0,1.66,0.0,17
2024-01-13 13:00:00,21.8,65,485.0,2.1,0.0,6
2024-01-13 14:00:00,21.9,64,378.0,2.24,0.0,4
2024-01-13 15:00:00,21.3,66,227.0,2.15,0.0,1
2024-01-13 16:00:00,18.7,80,77.0,1.53,0.0,0
2024-01-13 17:00:00,16.8,89,3.0,1.84,0.0,2
2024-01-13 18:00:00,18.5,82,0.0,1.21,0.0,1
2024-01-13 19:00:00,18.0,87,0.0,0.64,0.0,4
2024-01-13 20:00:00,17.4,92,0.0,0.45,0.0,0
2024-01-13 21:00:00,17.0,95,0.0,0.32,0.0,0
2024-01-13 22:00:00,16.5,100,0.0,0.72,0.0,0
2024-01-13 23:00:00,16.0,100,0.0,0.5,0.0,99
2024-01-14 00:00:00,14.2,100,0.0,1.2,0.0,97
2024-01-14 01:00:00,14.8,100,0.0,1.21,0.0,98
2024-01-14 02:00:00,14.7,100,0.0,0.89,0.0,100
2024-01-14 03:00:00,14.6,99,0.0,0.78,0.0,100
2024-01-14 04:00:00,14.5,99,0.0,0.22,0.0,100
2024-01-14 05:00:00,14.5,98,0.0,0.64,0.0,100
2024-01-14 06:00:00,15.2,99,1.0,1.12,0.0,100
2024-01-14 07:00:00,16.2,94,26.0,0.58,0.0,100
2024-01-14 08:00:00,17.3,89,88.0,0.22,0.0,100
2024-01-14 09:00:00,19.5,79,310.0,1.77,0.0,43
2024-01-14 10:00:00,21.2,69,423.0,2.68,0.0,41
2024-01-14 11:00:00,22.1,66,517.0,2.55,0.0,28
2024-01-14 12:00:00,22.7,64,543.0,2.66,0.0,7
2024-01-14 13:00:00,22.9,63,488.0,2.83,0.0,2
2024-01-14 14:00:00,22.8,63,379.0,2.42,0.0,0
2024-01-14 15:00:00,22.4,65,228.0,2.1,0.0,1
2024-01-14 16:00:00,20.0,78,78.0,1.48,0.0,3
2024-01-14 17:00:00,18.9,83,3.0,1.89,0.0,0
2024-01-14 18:00:00,18.5,82,0.0,1.44,0.0,0
2024-01-14 19:00:00,16.4,91,0.0,2.01,0.0,0
2024-01-14 20:00:00,16.1,92,0.0,2.38,0.0,0
2024-01-14 21:00:00,18.2,86,0.0,1.55,0.0,0
2024-01-14 22:00:00,15.2,96,0.0,2.06,0.0,0
2024-01-14 23:00:00,14.5,98,0.0,2.12,0.0,0
2024-01-15 00:00:00,14.3,100,0.0,2.04,0.0,23
2024-01-15 01:00:00,14.2,98,0.0,1.82,0.0,16
2024-01-15 02:00:00,13.9,99,0.0,1.8,0.0,4
2024-01-15 03:00:00,13.2,100,0.0,2.0,0.0,93
2024-01-15 04:00:00,13.0,100,0.0,1.8,0.0,95
2024-01-15 05:00:00,13.9,100,0.0,1.04,0.0,97
2024-01-15 06:00:00,15.0,100,1.0,1.57,0.0,100
2024-01-15 07:00:00,15.5,98,43.0,1.84,0.0,100
2024-01-15 08:00:00,16.0,97,127.0,1.73,0.0,100
2024-01-15 09:00:00,17.1,92,213.0,1.6,0.0,100
2024-01-15 10:00:00,18.8,84,333.0,1.03,0.0,52
2024-01-15 11:00:00,20.7,76,477.0,1.17,0.0,10
2024-01-15 12:00:00,22.2,71,531.0,1.43,0.0,7
2024-01-15 13:00:00,23.3,66,480.0,2.06,0.0,11
2024-01-15 14:00:00,23.6,62,359.0,2.22,0.0,9
2024-01-15 15:00:00,23.1,63,214.0,1.77,0.0,16
2024-01-15 16:00:00,20.5,82,71.0,1.8,0.0,14
2024-01-15 17:00:00,19.9,81,3.0,1.73,0.0,11
2024-01-15 18:00:00,18.2,87,0.0,2.22,0.0,19
2024-01-15 19:00:00,17.8,89,0.0,1.75,0.0,15
2024-01-15 20:00:00,17.4,87,0.0,2.51,0.0,29
2024-01-15 21:00:00,17.2,87,0.0,3.09,0.0,54
2024-01-15 22:00:00,16.9,91,0.0,2.02,0.0,19
2024-01-15 23:00:00,16.3,94,0.0,1.8,0.0,21
2024-01-16 00:00:00,15.6,97,0.0,1.56,0.0,15
2024-01-16 01:00:00,15.1,97,0.0,1.8,0.0,8
2024-01-16 02:00:00,15.0,97,0.0,2.06,0.0,14
2024-01-16 03:00:00,15.9,95,0.0,1.43,0.0,16
2024-01-16 04:00:00,16.1,96,0.0,1.28,0.0,8
2024-01-16 05:00:00,15.8,98,0.0,1.58,0.0,4
2024-01-16 06:00:00,13.8,99,2.0,1.84,0.0,2
2024-01-16 07:00:00,15.8,93,66.0,1.93,0.0,22
2024-01-16 08:00:00,17.3,85,203.0,2.28,0.0,22
2024-01-16 09:00:00,18.9,79,351.0,2.18,0.0,1
2024-01-16 10:00:00,20.4,73,478.0,2.6,0.0,6
2024-01-16 11:00:00,21.6,67,530.0,2.8,0.0,16
2024-01-16 12:00:00,22.6,64,511.0,2.61,0.0,2
2024-01-16 13:00:00,22.9,64,468.0,2.6,0.1,31
2024-01-16 14:00:00,22.8,62,305.0,2.6,0.0,19
2024-01-16 15:00:00,21.9,64,202.0,2.84,0.0,22
2024-01-16 16:00:00,20.4,73,69.0,1.5,0.0,21
2024-01-16 17:00:00,18.0,81,3.0,2.19,0.0,5
2024-01-16 18:00:00,16.5,91,0.0,2.82,1.9,100
2024-01-16 19:00:00,16.6,91,0.0,1.82,0.7,90
2024-01-16 20:00:00,16.3,92,0.0,2.64,0.3,100
2024-01-16 21:00:00,16.3,90,0.0,1.8,0.0,99
2024-01-16 22:00:00,15.8,93,0.0,1.49,0.0,97
2024-01-16 23:00:00,16.1,91,0.0,1.49,0.0,100
2024-01-17 00:00:00,15.9,92,0.0,1.61,0.0,20
2024-01-17 01:00:00,14.5,96,0.0,1.93,0.0,11
2024-01-17 02:00:00,15.1,94,0.0,1.79,0.0,6
2024-01-17 03:00:00,15.7,95,0.0,1.21,0.0,10
2024-01-17 04:00:00,15.4,98,0.0,1.3,0.0,14
2024-01-17 05:00:00,14.7,100,0.0,1.25,0.0,99
2024-01-17 06:00:00,13.3,100,1.0,1.3,0.0,100
2024-01-17 07:00:00,14.7,98,56.0,1.49,0.0,97
2024-01-17 08:00:00,15.5,93,158.0,1.87,0.0,100
2024-01-17 09:00:00,16.2,89,148.0,2.22,0.0,100
2024-01-17 10:00:00,17.0,85,214.0,2.41,0.1,100
2024-01-17 11:00:00,18.2,78,270.0,2.1,0.0,99
2024-01-17 12:00:00,19.6,71,385.0,1.9,0.0,97
2024-01-17 13:00:00,20.2,67,334.0,2.14,0.0,43
2024-01-17 14:00:00,20.8,63,303.0,2.32,0.0,20
2024-01-17 15:00:00,20.3,63,221.0,2.48,0.0,9
2024-01-17 16:00:00,18.0,74,82.0,1.52,0.0,3
2024-01-17 17:00:00,15.7,87,4.0,2.24,0.0,14
2024-01-17 18:00:00,15.6,90,0.0,1.17,0.0,5
2024-01-17 19:00:00,16.3,89,0.0,1.3,0.0,19
2024-01-17 20:00:00,16.1,91,0.0,1.63,0.0,24
2024-01-17 21:00:00,14.1,97,0.0,1.87,0.0,100
2024-01-17 22:00:00,14.4,97,0.0,1.39,0.0,92
2024-01-17 23:00:00,14.2,97,0.0,1.73,0.1,33
2024-01-18 00:00:00,14.9,97,0.0,1.35,0.0,34
2024-01-18 01:00:00,13.8,100,0.0,1.08,0.0,44
2024-01-18 02:00:00,12.9,100,0.0,1.04,0.1,96
2024-01-18 03:00:00,13.2,100,0.0,0.76,0.1,95
2024-01-18 04:00:00,13.1,100,0.0,1.13,0.0,100
2024-01-18 05:00:00,13.2,100,0.0,1.35,0.0,99
2024-01-18 06:00:00,12.4,100,1.0,0.81,0.0,100
2024-01-18 07:00:00,13.1,99,45.0,1.08,0.0,100
2024-01-18 08:00:00,14.7,94,137.0,1.06,0.0,95
2024-01-18 09:00:00,16.7,85,252.0,0.22,0.0,16
2024-01-18 10:00:00,18.8,76,477.0,1.1,0.0,0
2024-01-18 11:00:00,20.2,68,557.0,1.3,0.0,1
2024-01-18 12:00:00,21.0,62,560.0,1.2,0.0,6
2024-01-18 13:00:00,21.5,59,497.0,1.6,0.0,4
