timestamp,T_in,RH_in,VPD,ET_hr,ETc_hr,soil_pct,depletion,irrigation,rain,vent,leaf_wet,condensed,dsv_cumulative,runoff
2025-06-01 00:00:00,24.154235849491062,99.90504738966648,0.0028596432214720506,0.0016392712512924216,0.0,100.0,0.0,0.0,0.0,0.0,True,0.0055210141206182145,0,0.0
2025-06-01 01:00:00,24.175636113968853,99.95191466813668,0.0014500223781099134,0.0003607289681104805,0.0,100.0,0.0,0.0,0.0,0.0,True,0.0,0,0.0
2025-06-01 02:00:00,24.182085358288965,99.95483995288404,0.0013623363908050767,0.00030258773646925504,0.0,100.0,0.0,0.0,0.0,0.0,True,0.0,0,0.0
2025-06-01 03:00:00,24.16263476697325,99.87174687439597,0.0038644845347242944,0.0007697462953064479,0.0008677580672912464,99.99872388519516,0.0008677580672912464,0.0,0.0,0.0,True,0.0,0,0.0
2025-06-01 04:00:00,24.073464529897763,99.8393742432609,0.004814115176572112,0.000929331763880273,0.0011840713200700372,99.99698260384211,0.0020518293873612835,0.0,0.0,0.0,True,0.0,0,0.0
2025-06-01 05:00:00,25.234644498371473,100.0,0.0,0.010783796930321209,0.009794776951703579,99.98257852008962,0.011846606339064862,0.0,0.0,0.0,True,0.4609139268318182,0,0.0
2025-06-01 06:00:00,25.6971868750822,97.73522937409558,0.07477674620394123,0.027634276169171062,0.014087799534051823,99.97928264774404,0.014087799534051823,4.0,1.3,0.5,True,0.0,0,5.288153393660935
2025-06-01 07:00:00,26.389180034257766,96.51107239269132,0.12000349140622646,0.05559608539238664,0.03636093774488036,99.94652803272812,0.03636093774488036,0.0,1.7,0.5,True,0.0,0,6.974065594126883
2025-06-01 08:00:00,26.97223422189072,95.00407062735553,0.1778319326422732,0.07594467245072141,0.04716775856142023,99.93063564917438,0.04716775856142023,0.0,0.2,0.5,True,0.0,0,7.137704656382003
2025-06-01 09:00:00,31.592208284260067,87.53461760696662,0.5791787259374934,0.27702781615782424,0.20816123238026082,99.62451618979165,0.25532899094168104,0.0,0.0,0.5,False,0.0,1,7.137704656382003
2025-06-01 10:00:00,33.72460656520054,83.34450533899907,0.8724543408845605,0.40386036385357743,0.28070320523292347,99.21171735856676,0.5360321961746045,0.0,0.0,0.5,False,0.0,1,7.137704656382003
2025-06-01 11:00:00,33.767950780389185,83.36283849608346,0.8736037219909981,0.3951858415117118,0.2591760327712028,98.83057613390322,0.7952082289458073,0.0,0.0,0.5,False,0.0,1,7.137704656382003
2025-06-01 12:00:00,32.747719385954944,83.71711930778284,0.8075336313256926,0.3523371781013191,0.21870742232830961,98.50894757165571,1.013915651274117,0.0,0.0,0.5,False,0.0,1,7.137704656382003
2025-06-01 13:00:00,33.921712174064176,84.46099329966468,0.8229640480698736,0.37887445348584764,0.2576420147562902,98.13006225583763,1.2715576660304073,0.0,0.0,0.5,False,0.0,1,7.137704656382003
2025-06-01 14:00:00,34.693525092041675,82.18102952383673,0.9850567130505062,0.4472493743513851,0.30016591002101795,97.68864179992437,1.5717235760514252,0.0,0.0,0.5,False,0.0,1,7.137704656382003
2025-06-01 15:00:00,32.116304681783475,85.6174087390825,0.6883672628976513,0.3039463165079985,0.18095901481509433,99.73388380174251,0.18095901481509433,4.0,0.0,0.5,False,0.0,1,9.565981080330578
2025-06-01 16:00:00,30.66113451942299,88.77770107815395,0.4945268254757516,0.1986920274441557,0.10793513687764932,99.72221448280479,0.18889415169274365,0.0,0.1,0.5,False,0.0,1,9.565981080330578
2025-06-01 17:00:00,29.362048350937034,91.38967903635002,0.3521839317543253,0.12317209986573377,0.05315263375873458,99.6440488449243,0.24204678545147823,0.0,0.0,0.5,True,0.0,1,9.565981080330578
2025-06-01 18:00:00,28.722396923453218,99.91263188743305,0.003443931512439858,0.012220516154232771,0.008944129831167226,99.63089571281964,0.25099091528264544,0.0,0.0,0.0,True,0.1390702845177016,1,9.565981080330578
2025-06-01 19:00:00,27.27576389042356,99.81138821928621,0.006834214660808776,0.00037834198939093927,0.010535830576697736,99.6154018443245,0.26152674585934316,0.0,0.0,0.0,True,0.1059312655633058,1,9.565981080330578
2025-06-01 20:00:00,26.236846417089197,99.74722777558274,0.008616476937141786,0.0007902684023192135,0.005078203261415535,99.60793389835183,0.2666049491207587,0.0,0.0,0.0,True,0.027060909570898392,1,9.565981080330578
2025-06-01 21:00:00,25.744483774533705,99.694215888843,0.0101245114633551,0.0015953526605774289,0.003161273117158217,99.75034379082659,0.16976622223791693,0.0,0.1,0.0,True,0.0,1,9.565981080330578
2025-06-01 22:00:00,25.57124270771133,99.50505348515586,0.016220277227898663,0.00320273260633425,0.005730245745709641,99.88897578237702,0.07549646798362657,0.0,0.1,0.0,True,0.0,1,9.565981080330578
2025-06-01 23:00:00,25.32883355555984,99.60296595501403,0.012825619643754105,0.0025600215028739794,0.0019112152538355931,99.88616517170962,0.07740768323746217,0.0,0.0,0.0,True,0.0,1,9.565981080330578
2025-06-02 00:00:00,24.99821784964307,99.70628773484101,0.009303164058733888,0.00170640418453768,0.0036403916176795384,99.8808116546248,0.0810480748551417,0.0,0.0,0.0,True,0.0,1,9.565981080330578
2025-06-02 01:00:00,24.641954220277473,99.79844823345222,0.006249804047780488,0.0010155067952373389,0.0012101082905812378,99.87903208360923,0.08225818314572295,0.0,0.0,0.0,True,0.0,1,9.565981080330578
2025-06-02 02:00:00,24.40017257270292,99.77850832089838,0.006769548119348277,0.0011935972938033508,0.0007091303818785594,99.99895716120312,0.0007091303818785594,0.0,0.1,0.0,True,0.0,1,9.583722897184856
2025-06-02 03:00:00,24.322259543691864,99.70515203982511,0.008969640049103767,0.0018157735158731603,0.0018012386829969738,99.99630828078695,0.002510369064875533,0.0,0.0,0.0,True,0.0,1,9.583722897184856
2025-06-02 04:00:00,24.177138615339757,99.80421618660527,0.005904430073233519,0.0011764751329111063,0.0005901420460986381,99.9954404248368,0.003100511110974171,0.0,0.0,0.0,True,0.0,1,9.583722897184856
